HomeTeam,AwayTeam,FTR,
Sunderland,Southampton,A,
Liverpool,Arsenal,D,
Man City,Fulham,H,
Tottenham,Newcastle,A,
West Brom,Charlton,A,
West Ham,Blackburn,H,
Arsenal,Fulham,H,
Bolton,Birmingham,H,
Chelsea,Tottenham,D,
Everton,Leeds,H,
Man City,West Brom,A,
Southampton,Man United,A,
Sunderland,Charlton,A,
Aston Villa,Blackburn,H,
West Ham,Liverpool,A,
Birmingham,Man United,A,
Birmingham,Chelsea,A,
Blackburn,Southampton,H,
Charlton,Everton,H,
Fulham,Aston Villa,H,
Leeds,West Ham,H,
Liverpool,Middlesbrough,D,
Tottenham,Sunderland,H,
West Brom,Bolton,D,
Man United,Man City,D,
Newcastle,Arsenal,D,
Fulham,West Brom,H,
Bolton,Man United,D,
Charlton,Aston Villa,H,
Chelsea,Blackburn,A,
Everton,Southampton,H,
Leeds,Newcastle,A,
Man City,Arsenal,A,
Sunderland,Middlesbrough,A,
Birmingham,Liverpool,H,
West Brom,West Ham,A,
Tottenham,Fulham,D,
Blackburn,Man City,H,
Fulham,Sunderland,H,
Middlesbrough,Everton,D,
Newcastle,Chelsea,H,
Southampton,West Brom,H,
West Ham,Tottenham,H,
Arsenal,Charlton,H,
Aston Villa,Birmingham,A,
Man United,Leeds,H,
Middlesbrough,Newcastle,H,
Liverpool,Bolton,H,
Aston Villa,Man United,A,
Blackburn,Arsenal,H,
Charlton,Newcastle,A,
Everton,West Ham,D,
Fulham,Southampton,D,
Leeds,Middlesbrough,A,
Sunderland,Bolton,A,
Man City,Birmingham,H,
Tottenham,Liverpool,A,
West Brom,Chelsea,A,
Birmingham,West Brom,H,
Chelsea,Man City,H,
Man United,Fulham,H,
Middlesbrough,Charlton,D,
Newcastle,Blackburn,H,
Southampton,Aston Villa,D,
West Ham,Sunderland,H,
Arsenal,Everton,H,
Liverpool,Leeds,H,
Bolton,Tottenham,H,
Aston Villa,Arsenal,D,
Bolton,Man City,H,
Charlton,Leeds,A,
Man United,Liverpool,H,
Middlesbrough,West Brom,H,
Southampton,West Ham,D,
Sunderland,Chelsea,A,
Tottenham,Birmingham,H,
Everton,Newcastle,H,
Fulham,Blackburn,A,
Birmingham,Sunderland,H,
Blackburn,Charlton,H,
Chelsea,Bolton,H,
Leeds,Tottenham,D,
Liverpool,Fulham,H,
Man City,Middlesbrough,D,
Newcastle,Man United,A,
West Brom,Everton,A,
West Ham,Aston Villa,D,
Arsenal,Man United,D,
Tottenham,Man City,A,
Aston Villa,Chelsea,H,
Bolton,West Ham,H,
Charlton,Birmingham,A,
Everton,Liverpool,A,
Fulham,Newcastle,H,
Man United,Blackburn,H,
Middlesbrough,Arsenal,A,
Southampton,Leeds,H,
Sunderland,West Brom,A,
Birmingham,Southampton,H,
Blackburn,Bolton,D,
Chelsea,Everton,H,
Liverpool,Charlton,H,
Man City,Sunderland,H,
Newcastle,Aston Villa,D,
West Brom,Tottenham,A,
West Ham,Middlesbrough,H,
Leeds,Fulham,H,
Birmingham,Middlesbrough,H,
Bolton,Arsenal,D,
Charlton,Southampton,H,
Chelsea,Fulham,D,
Everton,Aston Villa,H,
Leeds,Blackburn,A,
Sunderland,Newcastle,A,
West Brom,Liverpool,A,
Man City,West Ham,A,
Tottenham,Man United,A,
Aston Villa,Sunderland,H,
Blackburn,West Brom,D,
Fulham,Everton,H,
Liverpool,Man City,A,
Man United,Charlton,H,
Middlesbrough,Tottenham,H,
Newcastle,Birmingham,H,
Southampton,Bolton,D,
West Ham,Chelsea,H,
Arsenal,Leeds,A,
Arsenal,Southampton,H,
Birmingham,West Ham,D,
Bolton,Middlesbrough,H,
Charlton,Fulham,A,
Chelsea,Liverpool,H,
Everton,Man United,A,
Leeds,Aston Villa,H,
Man City,Southampton,A,
Sunderland,Arsenal,A,
Tottenham,Blackburn,A,
West Brom,Newcastle,D,
Arsenal,Everton,H,
Birmingham,Tottenham,H,
Blackburn,Wolves,H,
Fulham,Middlesbrough,H,
Leicester,Southampton,D,
Man United,Bolton,H,
Portsmouth,Aston Villa,H,
Charlton,Man City,A,
Leeds,Newcastle,D,
Liverpool,Chelsea,A,
Bolton,Blackburn,D,
Chelsea,Leicester,H,
Everton,Fulham,H,
Man City,Portsmouth,D,
Newcastle,Man United,A,
Southampton,Birmingham,D,
Tottenham,Leeds,H,
Wolves,Charlton,A,
Aston Villa,Liverpool,D,
Middlesbrough,Arsenal,A,
Blackburn,Man City,A,
Charlton,Everton,D,
Leeds,Southampton,D,
Leicester,Middlesbrough,D,
Portsmouth,Bolton,H,
Arsenal,Aston Villa,H,
Liverpool,Tottenham,D,
Man United,Wolves,H,
Aston Villa,Leicester,H,
Bolton,Charlton,D,
Chelsea,Blackburn,D,
Everton,Liverpool,A,
Middlesbrough,Leeds,A,
Newcastle,Birmingham,A,
Tottenham,Fulham,A,
Wolves,Portsmouth,D,
Man City,Arsenal,A,
Southampton,Man United,H,
Arsenal,Portsmouth,D,
Blackburn,Liverpool,A,
Bolton,Middlesbrough,H,
Charlton,Man United,A,
Chelsea,Tottenham,H,
Everton,Newcastle,D,
Southampton,Wolves,H,
Birmingham,Fulham,D,
Man City,Aston Villa,H,
Leicester,Leeds,H,
Aston Villa,Charlton,H,
Fulham,Man City,D,
Leeds,Birmingham,A,
Liverpool,Leicester,H,
Newcastle,Bolton,D,
Portsmouth,Blackburn,A,
Tottenham,Southampton,A,
Wolves,Chelsea,A,
Man United,Arsenal,D,
Middlesbrough,Everton,H,
Arsenal,Newcastle,H,
Birmingham,Portsmouth,H,
Bolton,Wolves,D,
Chelsea,Aston Villa,H,
Leicester,Man United,A,
Southampton,Middlesbrough,A,
Blackburn,Fulham,A,
Charlton,Liverpool,H,
Everton,Leeds,H,
Man City,Tottenham,D,
Fulham,Leicester,H,
Leeds,Blackburn,H,
Liverpool,Arsenal,A,
Man United,Birmingham,H,
Newcastle,Southampton,H,
Portsmouth,Charlton,A,
Tottenham,Everton,H,
Wolves,Man City,H,
Aston Villa,Bolton,D,
Middlesbrough,Chelsea,A,
Birmingham,Chelsea,D,
Arsenal,Chelsea,H,
Fulham,Wolves,D,
Leeds,Man United,A,
Man City,Bolton,H,
Middlesbrough,Newcastle,A,
Portsmouth,Liverpool,H,
Birmingham,Aston Villa,D,
Everton,Southampton,D,
Leicester,Tottenham,A,
Blackburn,Charlton,A,
Fulham,Newcastle,A,
Aston Villa,Everton,D,
Bolton,Birmingham,A,
Chelsea,Man City,H,
Liverpool,Leeds,H,
Man United,Fulham,A,
Newcastle,Portsmouth,H,
Southampton,Blackburn,H,
Wolves,Leicester,H,
Charlton,Arsenal,D,
Tottenham,Middlesbrough,D,
Everton,Chelsea,A,
Leeds,Arsenal,A,
Man United,Portsmouth,H,
Middlesbrough,Wolves,H,
Newcastle,Aston Villa,D,
Southampton,Man City,A,
Tottenham,Bolton,A,
Fulham,Liverpool,A,
Leicester,Blackburn,H,
Birmingham,Charlton,A,
Arsenal,Tottenham,H,
Aston Villa,Middlesbrough,A,
Bolton,Southampton,D,
Charlton,Fulham,H,
Portsmouth,Leeds,H,
Wolves,Birmingham,D,
Chelsea,Newcastle,H,
Liverpool,Man United,A,
Man City,Leicester,A,
Blackburn,Everton,H,
Birmingham,Arsenal,A,
Everton,Wolves,H,
Leeds,Bolton,A,
Leicester,Charlton,D,
Man United,Blackburn,H,
Middlesbrough,Liverpool,D,
Newcastle,Man City,H,
Southampton,Chelsea,A,
Tottenham,Aston Villa,H,
Fulham,Portsmouth,H,
Aston Villa,Southampton,H,
Blackburn,Tottenham,H,
Bolton,Everton,H,
Charlton,Leeds,A,
Portsmouth,Leicester,A,
Wolves,Newcastle,D,
Arsenal,Fulham,D,
Chelsea,Man United,H,
Liverpool,Birmingham,H,
Man City,Middlesbrough,A,
Birmingham,Blackburn,A,
Fulham,Bolton,H,
Leeds,Chelsea,D,
Leicester,Arsenal,D,
Man United,Aston Villa,H,
Middlesbrough,Portsmouth,D,
Newcastle,Liverpool,D,
Tottenham,Wolves,H,
Everton,Man City,D,
Southampton,Charlton,H,
Chelsea,Bolton,A,
Leicester,Birmingham,A,
Liverpool,Southampton,A,
Man United,Man City,H,
Middlesbrough,Charlton,D,
Newcastle,Tottenham,H,
Portsmouth,Everton,A,
Arsenal,Blackburn,H,
Aston Villa,Wolves,H,
Leeds,Fulham,H,
Blackburn,Aston Villa,A,
Bolton,Arsenal,D,
Charlton,Newcastle,D,
Everton,Leicester,H,
Fulham,Chelsea,A,
Southampton,Portsmouth,H,
Tottenham,Man United,A,
Man City,Leeds,D,
Arsenal,Wolves,H,
Birmingham,Man City,H,
Blackburn,Middlesbrough,D,
Charlton,Chelsea,H,
Fulham,Southampton,H,
Leeds,Aston Villa,D,
Leicester,Newcastle,D,
Liverpool,Bolton,H,
Man United,Everton,H,
Portsmouth,Tottenham,H,
Aston Villa,Fulham,H,
Bolton,Leicester,D,
Chelsea,Portsmouth,H,
Everton,Birmingham,H,
Man City,Liverpool,D,
Middlesbrough,Man United,A,
Newcastle,Blackburn,A,
Tottenham,Charlton,A,
Wolves,Leeds,H,
Southampton,Arsenal,A,
Aston Villa,Portsmouth,H,
Bolton,Man United,A,
Chelsea,Liverpool,A,
Everton,Arsenal,D,
Man City,Charlton,D,
Middlesbrough,Fulham,H,
Newcastle,Leeds,H,
Southampton,Leicester,D,
Tottenham,Birmingham,H,
Wolves,Blackburn,D,
Arsenal,Middlesbrough,H,
Birmingham,Southampton,H,
Blackburn,Bolton,A,
Charlton,Wolves,H,
Fulham,Everton,H,
Leeds,Tottenham,A,
Liverpool,Aston Villa,H,
Portsmouth,Man City,H,
Leicester,Chelsea,A,
Man United,Newcastle,D,
Bolton,Portsmouth,H,
Everton,Charlton,A,
Man City,Blackburn,D,
Middlesbrough,Leicester,D,
Southampton,Leeds,H,
Tottenham,Liverpool,H,
Wolves,Man United,H,
Aston Villa,Arsenal,A,
Chelsea,Birmingham,D,
Newcastle,Fulham,H,
Wolves,Liverpool,D,
Birmingham,Newcastle,D,
Charlton,Bolton,A,
Fulham,Tottenham,H,
Leeds,Middlesbrough,A,
Leicester,Aston Villa,A,
Liverpool,Everton,D,
Man United,Southampton,H,
Portsmouth,Wolves,D,
Arsenal,Man City,H,
Blackburn,Chelsea,A,
Aston Villa,Leeds,H,
Bolton,Liverpool,D,
Everton,Man United,A,
Middlesbrough,Blackburn,A,
Newcastle,Leicester,H,
Southampton,Fulham,D,
Tottenham,Portsmouth,H,
Wolves,Arsenal,A,
Chelsea,Charlton,H,
Man City,Birmingham,D,
Arsenal,Southampton,H,
Leeds,Wolves,H,
Leicester,Bolton,D,
Birmingham,Everton,H,
Blackburn,Newcastle,D,
Charlton,Tottenham,A,
Fulham,Aston Villa,A,
Liverpool,Man City,H,
Man United,Middlesbrough,A,
Portsmouth,Chelsea,A,
Bolton,Man City,A,
Charlton,Blackburn,H,
Chelsea,Arsenal,A,
Man United,Leeds,D,
Newcastle,Middlesbrough,H,
Southampton,Everton,D,
Wolves,Fulham,H,
Aston Villa,Birmingham,D,
Tottenham,Leicester,D,
Arsenal,Charlton,H,
Blackburn,Southampton,D,
Everton,Aston Villa,H,
Fulham,Man United,D,
Leicester,Wolves,D,
Man City,Chelsea,A,
Leeds,Liverpool,D,
Portsmouth,Newcastle,D,
Birmingham,Middlesbrough,H,
Birmingham,Bolton,H,
Middlesbrough,Tottenham,H,
Birmingham,Leicester,A,
Blackburn,Arsenal,A,
Bolton,Chelsea,A,
Charlton,Middlesbrough,H,
Everton,Portsmouth,H,
Fulham,Leeds,H,
Man City,Man United,H,
Southampton,Liverpool,H,
Tottenham,Newcastle,H,
Wolves,Aston Villa,A,
Liverpool,Portsmouth,H,
Arsenal,Bolton,H,
Aston Villa,Blackburn,A,
Chelsea,Fulham,H,
Leicester,Everton,D,
Liverpool,Wolves,H,
Man United,Tottenham,H,
Middlesbrough,Birmingham,H,
Newcastle,Charlton,H,
Portsmouth,Southampton,H,
Leeds,Man City,H,
Birmingham,Leeds,H,
Blackburn,Portsmouth,A,
Charlton,Aston Villa,A,
Chelsea,Wolves,H,
Everton,Middlesbrough,D,
Man City,Fulham,D,
Southampton,Tottenham,H,
Arsenal,Man United,D,
Bolton,Newcastle,H,
Leicester,Liverpool,D,
Fulham,Birmingham,D,
Middlesbrough,Bolton,H,
Newcastle,Everton,H,
Tottenham,Chelsea,A,
Wolves,Southampton,A,
Aston Villa,Man City,D,
Liverpool,Blackburn,H,
Leeds,Leicester,H,
Arsenal,Liverpool,H,
Everton,Tottenham,H,
Birmingham,Man United,A,
Blackburn,Leeds,A,
Bolton,Aston Villa,D,
Charlton,Portsmouth,D,
Chelsea,Middlesbrough,D,
Leicester,Fulham,A,
Man City,Wolves,D,
Newcastle,Arsenal,D,
Aston Villa,Chelsea,H,
Fulham,Blackburn,A,
Liverpool,Charlton,A,
Middlesbrough,Southampton,H,
Portsmouth,Birmingham,H,
Tottenham,Man City,D,
Wolves,Bolton,A,
Leeds,Everton,D,
Man United,Leicester,H,
Arsenal,Leeds,H,
Blackburn,Leicester,H,
Bolton,Tottenham,H,
Charlton,Birmingham,D,
Chelsea,Everton,D,
Liverpool,Fulham,D,
Man City,Southampton,A,
Portsmouth,Man United,H,
Wolves,Middlesbrough,H,
Aston Villa,Newcastle,D,
Man United,Charlton,H,
Everton,Blackburn,A,
Fulham,Charlton,H,
Leicester,Man City,D,
Man United,Liverpool,A,
Middlesbrough,Aston Villa,A,
Southampton,Bolton,A,
Birmingham,Wolves,D,
Leeds,Portsmouth,A,
Newcastle,Chelsea,H,
Tottenham,Arsenal,D,
Arsenal,Birmingham,D,
Blackburn,Man United,H,
Charlton,Leicester,D,
Chelsea,Southampton,H,
Man City,Newcastle,H,
Portsmouth,Fulham,D,
Wolves,Everton,H,
Aston Villa,Tottenham,H,
Bolton,Leeds,H,
Liverpool,Middlesbrough,H,
Portsmouth,Arsenal,D,
Birmingham,Liverpool,A,
Everton,Bolton,A,
Leeds,Charlton,D,
Leicester,Portsmouth,H,
Man United,Chelsea,D,
Middlesbrough,Man City,H,
Southampton,Aston Villa,D,
Tottenham,Blackburn,H,
Fulham,Arsenal,A,
Newcastle,Wolves,D,
Southampton,Newcastle,D,
Arsenal,Leicester,H,
Aston Villa,Man United,A,
Blackburn,Birmingham,D,
Bolton,Fulham,A,
Charlton,Southampton,H,
Chelsea,Leeds,H,
Liverpool,Newcastle,D,
Man City,Everton,H,
Portsmouth,Middlesbrough,H,
Wolves,Tottenham,A,
Aston Villa,Southampton,H,
Blackburn,West Brom,D,
Bolton,Charlton,H,
Man City,Fulham,D,
Middlesbrough,Newcastle,D,
Norwich,Crystal Palace,D,
Portsmouth,Birmingham,D,
Tottenham,Liverpool,D,
Chelsea,Man United,H,
Everton,Arsenal,A,
Birmingham,Chelsea,A,
Charlton,Portsmouth,H,
Crystal Palace,Everton,A,
Fulham,Bolton,H,
Liverpool,Man City,H,
Man United,Norwich,H,
Newcastle,Tottenham,A,
Southampton,Blackburn,H,
Arsenal,Middlesbrough,H,
West Brom,Aston Villa,D,
Birmingham,Man City,H,
Crystal Palace,Chelsea,A,
Arsenal,Blackburn,H,
Charlton,Aston Villa,H,
Fulham,Middlesbrough,A,
Newcastle,Norwich,D,
Southampton,Bolton,A,
West Brom,Tottenham,D,
Aston Villa,Newcastle,H,
Blackburn,Man United,D,
Chelsea,Southampton,H,
Everton,West Brom,H,
Man City,Charlton,H,
Middlesbrough,Crystal Palace,H,
Norwich,Arsenal,A,
Tottenham,Birmingham,H,
Bolton,Liverpool,H,
Man United,Everton,D,
Portsmouth,Fulham,H,
Aston Villa,Chelsea,D,
Bolton,Man United,D,
Fulham,Arsenal,A,
Liverpool,West Brom,H,
Man City,Everton,A,
Middlesbrough,Birmingham,H,
Newcastle,Blackburn,H,
Portsmouth,Crystal Palace,H,
Tottenham,Norwich,D,
Charlton,Southampton,D,
Arsenal,Bolton,D,
Birmingham,Charlton,D,
Blackburn,Portsmouth,H,
Crystal Palace,Man City,A,
Norwich,Aston Villa,D,
West Brom,Fulham,D,
Chelsea,Tottenham,D,
Everton,Middlesbrough,H,
Southampton,Newcastle,A,
Man United,Liverpool,H,
Aston Villa,Crystal Palace,D,
Bolton,Birmingham,D,
Fulham,Southampton,H,
Liverpool,Norwich,H,
Man City,Arsenal,A,
Middlesbrough,Chelsea,A,
Newcastle,West Brom,H,
Tottenham,Man United,A,
Portsmouth,Everton,A,
Charlton,Blackburn,H,
Arsenal,Charlton,H,
Blackburn,Aston Villa,D,
Everton,Tottenham,A,
Norwich,Portsmouth,D,
Southampton,Man City,D,
West Brom,Bolton,H,
Birmingham,Newcastle,D,
Chelsea,Liverpool,H,
Man United,Middlesbrough,D,
Crystal Palace,Fulham,H,
Arsenal,Aston Villa,H,
Birmingham,Man United,D,
Blackburn,Middlesbrough,A,
Bolton,Crystal Palace,H,
Everton,Southampton,H,
Fulham,Liverpool,A,
Man City,Chelsea,H,
West Brom,Norwich,D,
Charlton,Newcastle,D,
Portsmouth,Tottenham,H,
Aston Villa,Fulham,H,
Chelsea,Blackburn,H,
Crystal Palace,West Brom,H,
Liverpool,Charlton,H,
Norwich,Everton,A,
Tottenham,Bolton,A,
Man United,Arsenal,H,
Middlesbrough,Portsmouth,D,
Newcastle,Man City,H,
Southampton,Birmingham,D,
Arsenal,Southampton,D,
Birmingham,Crystal Palace,A,
Blackburn,Liverpool,D,
Charlton,Middlesbrough,A,
Everton,Aston Villa,D,
Fulham,Tottenham,H,
Portsmouth,Man United,H,
West Brom,Chelsea,A,
Bolton,Newcastle,H,
Man City,Norwich,D,
Aston Villa,Portsmouth,H,
Chelsea,Everton,H,
Crystal Palace,Arsenal,D,
Liverpool,Birmingham,A,
Norwich,Blackburn,D,
Southampton,West Brom,D,
Tottenham,Charlton,A,
Man United,Man City,D,
Middlesbrough,Bolton,D,
Newcastle,Fulham,A,
Birmingham,Everton,A,
Bolton,Aston Villa,A,
Charlton,Norwich,H,
Fulham,Chelsea,A,
Liverpool,Crystal Palace,H,
Man City,Blackburn,D,
Southampton,Portsmouth,H,
Tottenham,Arsenal,A,
Newcastle,Man United,A,
West Brom,Middlesbrough,A,
Arsenal,West Brom,D,
Chelsea,Bolton,D,
Crystal Palace,Newcastle,A,
Everton,Fulham,H,
Man United,Charlton,H,
Middlesbrough,Liverpool,H,
Norwich,Southampton,H,
Portsmouth,Man City,A,
Blackburn,Birmingham,D,
Aston Villa,Tottenham,H,
Birmingham,Norwich,D,
Bolton,Portsmouth,A,
Charlton,Chelsea,A,
Fulham,Blackburn,A,
Man City,Aston Villa,H,
Southampton,Crystal Palace,D,
West Brom,Man United,A,
Liverpool,Arsenal,H,
Newcastle,Everton,D,
Tottenham,Middlesbrough,H,
Arsenal,Birmingham,H,
Aston Villa,Liverpool,D,
Blackburn,Tottenham,A,
Chelsea,Newcastle,H,
Everton,Bolton,H,
Man United,Southampton,H,
Norwich,Fulham,A,
Portsmouth,West Brom,H,
Crystal Palace,Charlton,A,
Middlesbrough,Man City,H,
Crystal Palace,Blackburn,D,
Everton,Liverpool,H,
Man City,Tottenham,A,
Newcastle,Portsmouth,D,
Norwich,Bolton,H,
Southampton,Middlesbrough,D,
West Brom,Charlton,A,
Arsenal,Chelsea,D,
Aston Villa,Birmingham,A,
Fulham,Man United,D,
Liverpool,Portsmouth,D,
Birmingham,West Brom,H,
Blackburn,Everton,D,
Bolton,Man City,A,
Chelsea,Norwich,H,
Man United,Crystal Palace,H,
Middlesbrough,Aston Villa,H,
Tottenham,Southampton,H,
Liverpool,Newcastle,H,
Portsmouth,Arsenal,A,
Charlton,Fulham,H,
Arsenal,Fulham,H,
Birmingham,Middlesbrough,H,
Blackburn,Newcastle,D,
Chelsea,Aston Villa,H,
Crystal Palace,Portsmouth,A,
Everton,Man City,H,
Man United,Bolton,H,
Norwich,Tottenham,A,
Southampton,Charlton,D,
West Brom,Liverpool,A,
Aston Villa,Man United,A,
Bolton,Blackburn,A,
Charlton,Everton,H,
Fulham,Birmingham,A,
Liverpool,Southampton,H,
Man City,West Brom,D,
Middlesbrough,Norwich,H,
Portsmouth,Chelsea,A,
Tottenham,Crystal Palace,D,
Newcastle,Arsenal,A,
Aston Villa,Blackburn,H,
Bolton,West Brom,D,
Charlton,Arsenal,A,
Fulham,Crystal Palace,H,
Liverpool,Chelsea,A,
Man City,Southampton,H,
Middlesbrough,Man United,A,
Newcastle,Birmingham,H,
Portsmouth,Norwich,D,
Tottenham,Everton,H,
Blackburn,Charlton,H,
Crystal Palace,Aston Villa,H,
Norwich,Liverpool,A,
West Brom,Newcastle,D,
Arsenal,Man City,D,
Birmingham,Bolton,A,
Chelsea,Middlesbrough,H,
Everton,Portsmouth,H,
Man United,Tottenham,D,
Southampton,Fulham,D,
Aston Villa,Norwich,H,
Bolton,Arsenal,H,
Charlton,Birmingham,H,
Liverpool,Man United,A,
Man City,Crystal Palace,H,
Newcastle,Southampton,H,
Portsmouth,Blackburn,A,
Tottenham,Chelsea,A,
Fulham,West Brom,H,
Middlesbrough,Everton,D,
Birmingham,Fulham,A,
Chelsea,Portsmouth,H,
Crystal Palace,Tottenham,H,
Everton,Charlton,A,
Man United,Aston Villa,H,
Norwich,Middlesbrough,D,
Southampton,Liverpool,H,
West Brom,Man City,H,
Arsenal,Newcastle,H,
Blackburn,Bolton,A,
Arsenal,Man United,A,
Bolton,Tottenham,H,
Charlton,Liverpool,A,
Portsmouth,Middlesbrough,H,
West Brom,Crystal Palace,D,
Birmingham,Southampton,H,
Blackburn,Chelsea,A,
Everton,Norwich,H,
Fulham,Aston Villa,D,
Man City,Newcastle,D,
Aston Villa,Arsenal,A,
Crystal Palace,Bolton,A,
Liverpool,Fulham,H,
Man United,Birmingham,H,
Middlesbrough,Blackburn,H,
Newcastle,Charlton,D,
Norwich,West Brom,H,
Tottenham,Portsmouth,H,
Chelsea,Man City,D,
Southampton,Everton,D,
Birmingham,Liverpool,H,
Blackburn,Norwich,H,
Bolton,Middlesbrough,D,
Everton,Chelsea,A,
Portsmouth,Aston Villa,A,
Man City,Man United,A,
Arsenal,Crystal Palace,H,
West Brom,Southampton,D,
Aston Villa,Everton,A,
Crystal Palace,Birmingham,H,
Man United,Portsmouth,H,
Southampton,Arsenal,D,
Tottenham,Fulham,H,
Middlesbrough,Charlton,D,
Newcastle,Bolton,H,
Norwich,Man City,A,
Arsenal,Portsmouth,H,
Aston Villa,Middlesbrough,H,
Crystal Palace,Man United,D,
Fulham,Charlton,D,
Newcastle,Liverpool,H,
Norwich,Chelsea,A,
Southampton,Tottenham,H,
Everton,Blackburn,A,
West Brom,Birmingham,H,
Man City,Bolton,A,
Chelsea,West Brom,H,
Charlton,Tottenham,H,
Liverpool,Blackburn,D,
Blackburn,Arsenal,A,
Bolton,Norwich,H,
Charlton,West Brom,A,
Chelsea,Crystal Palace,H,
Man United,Fulham,H,
Portsmouth,Newcastle,D,
Tottenham,Man City,H,
Birmingham,Aston Villa,H,
Liverpool,Everton,H,
Middlesbrough,Southampton,A,
Arsenal,Norwich,H,
Birmingham,Tottenham,D,
Charlton,Man City,D,
Crystal Palace,Middlesbrough,A,
Liverpool,Bolton,H,
Man United,Blackburn,D,
Newcastle,Aston Villa,A,
Southampton,Chelsea,A,
Fulham,Portsmouth,H,
West Brom,Everton,H,
Blackburn,Southampton,H,
Bolton,Fulham,H,
Chelsea,Birmingham,D,
Man City,Liverpool,H,
Middlesbrough,Arsenal,A,
Norwich,Man United,H,
Portsmouth,Charlton,H,
Aston Villa,West Brom,D,
Everton,Crystal Palace,H,
Tottenham,Newcastle,H,
Birmingham,Portsmouth,D,
Charlton,Bolton,A,
Crystal Palace,Norwich,D,
Fulham,Man City,D,
Liverpool,Tottenham,D,
Southampton,Aston Villa,A,
Bolton,Southampton,D,
Middlesbrough,Fulham,D,
Aston Villa,Charlton,D,
Blackburn,Crystal Palace,H,
Chelsea,Arsenal,D,
Everton,Man United,H,
Man City,Birmingham,H,
Norwich,Newcastle,H,
Portsmouth,Liverpool,A,
Tottenham,West Brom,D,
Aston Villa,Bolton,D,
Blackburn,Man City,D,
Chelsea,Fulham,H,
Crystal Palace,Liverpool,H,
Everton,Birmingham,D,
Middlesbrough,West Brom,H,
Norwich,Charlton,H,
Man United,Newcastle,H,
Portsmouth,Southampton,H,
Arsenal,Tottenham,H,
West Brom,Blackburn,D,
Newcastle,Middlesbrough,D,
Birmingham,Blackburn,H,
Bolton,Chelsea,A,
Fulham,Everton,H,
Liverpool,Middlesbrough,D,
Man City,Portsmouth,H,
Newcastle,Crystal Palace,D,
Southampton,Norwich,H,
Charlton,Man United,A,
Tottenham,Aston Villa,H,
West Brom,Arsenal,A,
Fulham,Newcastle,A,
Aston Villa,Man City,A,
Blackburn,Fulham,A,
Chelsea,Charlton,H,
Crystal Palace,Southampton,D,
Everton,Newcastle,H,
Man United,West Brom,D,
Middlesbrough,Tottenham,H,
Norwich,Birmingham,H,
Portsmouth,Bolton,D,
Arsenal,Liverpool,H,
Man United,Chelsea,A,
Arsenal,Everton,H,
Birmingham,Arsenal,H,
Bolton,Everton,H,
Charlton,Crystal Palace,D,
Fulham,Norwich,H,
Liverpool,Aston Villa,H,
Man City,Middlesbrough,D,
Newcastle,Chelsea,D,
Southampton,Man United,A,
Tottenham,Blackburn,D,
West Brom,Portsmouth,H,
Aston Villa,Bolton,D,
Everton,Man United,A,
Fulham,Birmingham,D,
Man City,West Brom,D,
Middlesbrough,Liverpool,D,
Portsmouth,Tottenham,A,
Sunderland,Charlton,A,
West Ham,Blackburn,H,
Arsenal,Newcastle,H,
Wigan,Chelsea,A,
Birmingham,Man City,A,
Blackburn,Fulham,H,
Charlton,Wigan,H,
Liverpool,Sunderland,H,
Man United,Aston Villa,H,
Newcastle,West Ham,D,
Tottenham,Middlesbrough,H,
West Brom,Portsmouth,H,
Bolton,Everton,A,
Chelsea,Arsenal,H,
Birmingham,Middlesbrough,A,
Portsmouth,Aston Villa,D,
Sunderland,Man City,A,
Arsenal,Fulham,H,
Blackburn,Tottenham,D,
Bolton,Newcastle,H,
Chelsea,West Brom,H,
Aston Villa,Blackburn,H,
Fulham,Everton,H,
Man City,Portsmouth,H,
Tottenham,Chelsea,A,
West Brom,Birmingham,A,
West Ham,Bolton,A,
Wigan,Sunderland,H,
Middlesbrough,Charlton,A,
Newcastle,Man United,A,
Birmingham,Charlton,A,
Chelsea,Sunderland,H,
Everton,Portsmouth,A,
Man United,Man City,D,
Middlesbrough,Arsenal,H,
Newcastle,Fulham,D,
Tottenham,Liverpool,D,
West Brom,Wigan,A,
Bolton,Blackburn,D,
West Ham,Aston Villa,H,
Aston Villa,Tottenham,D,
Charlton,Chelsea,A,
Fulham,West Ham,A,
Portsmouth,Birmingham,D,
Sunderland,West Brom,D,
Blackburn,Newcastle,A,
Liverpool,Man United,D,
Man City,Bolton,A,
Wigan,Middlesbrough,D,
Arsenal,Everton,H,
Birmingham,Liverpool,D,
Bolton,Portsmouth,H,
Chelsea,Aston Villa,H,
Everton,Wigan,A,
Man United,Blackburn,A,
Newcastle,Man City,H,
West Brom,Charlton,A,
West Ham,Arsenal,D,
Middlesbrough,Sunderland,A,
Tottenham,Fulham,H,
Blackburn,West Brom,H,
Charlton,Tottenham,A,
Fulham,Man United,A,
Portsmouth,Newcastle,D,
Sunderland,West Ham,D,
Arsenal,Birmingham,H,
Aston Villa,Middlesbrough,A,
Liverpool,Chelsea,A,
Man City,Everton,H,
Wigan,Bolton,H,
Chelsea,Bolton,H,
Liverpool,Blackburn,H,
Middlesbrough,Portsmouth,D,
Sunderland,Man United,A,
Tottenham,Everton,H,
West Brom,Arsenal,H,
Wigan,Newcastle,H,
Birmingham,Aston Villa,A,
Man City,West Ham,H,
